Headline,Date,url,description,image,include,section,title,hero,original_image_url
Lost amphibians,11/5/10,https://flickr.com/photos/timmeko/5147018449/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/lost-amphibians_5147018449_o.jpg,1,more,Lost amphibians,/assets/images/more-lost-amphibians_5147018449_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/lost-amphibians_5147018449_o.jpg
Luxembourg Leaks,2/17/15,https://flickr.com/photos/timmeko/16375553767/,For ICIJ,/Users/mekot/mcp-files/timmeko-dot-com/flickr/luxembourg-leaks_16375553767_l.jpg,,more,Luxembourg Leaks,/assets/images/more-luxembourg-leaks_16375553767_l.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/luxembourg-leaks_16375553767_l.jpg
Mapping America's Rental Housing Crisis,3/4/14,https://flickr.com/photos/timmeko/12938139454/,"Interactive map: www.urban.org/housingaffordability/ Many Americans struggle to afford a decent, safe place to live in today’s market. Over the past five years, rents have risen while the number of renters who need moderately priced housing has increased. These two pressures make finding affordable housing even tougher for the very poor households in America. For every 100 extremely low-income (ELI) renter households in the country, there are only 29 affordable and available rental units. Extremely low-income households—a definition used by the U.S. Department of Housing and Urban Development (HUD)—earn 30 percent of area median income or less. Depending on the area of the country, for a family of four, this translates into incomes of less than $7,450 to $33,300.",/Users/mekot/mcp-files/timmeko-dot-com/flickr/mapping-americas-rental-housing-crisis_12938139454_o.png,1,more,Mapping America's Rental Housing Crisis,/assets/images/more-mapping-americas-rental-housing-crisis_12938139454_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/mapping-americas-rental-housing-crisis_12938139454_o.png
Mapping Inequality in NYC,12/14/15,https://flickr.com/photos/timmeko/23666975871/,www.urban.org/interactive-map-where-are-unbanked-and-unde...,/Users/mekot/mcp-files/timmeko-dot-com/flickr/mapping-inequality-in-nyc_23666975871_o.png,1,more,Mapping Inequality in NYC,/assets/images/more-mapping-inequality-in-nyc_23666975871_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/mapping-inequality-in-nyc_23666975871_o.png
Mapping mutations,8/3/09,https://flickr.com/photos/timmeko/3786336118/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/mapping-mutations_3786336118_o.jpg,,more,Mapping mutations,/assets/images/more-mapping-mutations_3786336118_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/mapping-mutations_3786336118_o.jpg
Medicare Advantage Money Grab,2/17/15,https://flickr.com/photos/timmeko/16535471136/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/medicare-advantage-money-grab_16535471136_l.jpg,,more,Medicare Advantage Money Grab,/assets/images/more-medicare-advantage-money-grab_16535471136_l.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/medicare-advantage-money-grab_16535471136_l.jpg
NCAA 09 special section,8/3/09,https://flickr.com/photos/timmeko/3786325520/,2009 NCAA basketball tournament special section cover. This is based on a design I did as a student at Ohio University.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ncaa-09-special-section_3786325520_o.jpg,1,more,NCAA 09 special section,/assets/images/more-ncaa-09-special-section_3786325520_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ncaa-09-special-section_3786325520_o.jpg
NCAA special section front,1/30/10,https://flickr.com/photos/timmeko/4314469925/,Original design (2007) while I was a student at OU. This won the first place in the Michigan State SND student design competition that year.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ncaa-special-section-front_4314469925_o.jpg,1,more,NCAA special section front,/assets/images/more-ncaa-special-section-front_4314469925_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ncaa-special-section-front_4314469925_o.jpg
NCDB: Housing Burden,12/14/15,https://flickr.com/photos/timmeko/23640836552/,datatools.urban.org/features/ncdb/rent-burden-high-in-us-...,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ncdb-housing-burden_23640836552_o.png,,more,NCDB: Housing Burden,/assets/images/more-ncdb-housing-burden_23640836552_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ncdb-housing-burden_23640836552_o.png
NCDB: Immigration,12/14/15,https://flickr.com/photos/timmeko/23723218516/,datatools.urban.org/features/ncdb/immigrants-reshaping-re...,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ncdb-immigration_23723218516_o.png,,more,NCDB: Immigration,/assets/images/more-ncdb-immigration_23723218516_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ncdb-immigration_23723218516_o.png
Nine Charts about Wealth Inequality,12/14/15,https://flickr.com/photos/timmeko/23453639040/,datatools.urban.org/Features/wealth-inequality-charts/,/Users/mekot/mcp-files/timmeko-dot-com/flickr/nine-charts-about-wealth-inequality_23453639040_o.png,1,more,Nine Charts about Wealth Inequality,/assets/images/more-nine-charts-about-wealth-inequality_23453639040_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/nine-charts-about-wealth-inequality_23453639040_o.png
North America,9/7/09,https://flickr.com/photos/timmeko/3896987491/,An experiment with image mapping. The texture map was developed in Photoshop and borders were added prior to rendering in Bryce 6.0.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/north-america_3896987491_o.jpg,,more,North America,/assets/images/more-north-america_3896987491_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/north-america_3896987491_o.jpg
Nuclear Waste,2/17/15,https://flickr.com/photos/timmeko/16373879078/,for CPI,/Users/mekot/mcp-files/timmeko-dot-com/flickr/nuclear-waste_16373879078_l.jpg,,more,Nuclear Waste,/assets/images/more-nuclear-waste_16373879078_l.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/nuclear-waste_16373879078_l.jpg
Ohio's hoops history,8/4/09,https://flickr.com/photos/timmeko/3789162740/,"I designed and programmed this interactive graphic. It shows every school in Ohio and how many times they advanced to the high-school final four, or how many championships they won. This project was very data-intensive. www.dispatch.com/live/content/multimedia//graphics/2008/b...",/Users/mekot/mcp-files/timmeko-dot-com/flickr/ohios-hoops-history_3789162740_o.png,1,more,Ohio's hoops history,/assets/images/more-ohios-hoops-history_3789162740_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ohios-hoops-history_3789162740_o.png
Ohio's most dangerous bridges,8/3/09,https://flickr.com/photos/timmeko/3786330380/,"Ohio's most dangerous bridges. I also photographed the inset photo, which is a bridge in my hometown of Russell, Kentucky.",/Users/mekot/mcp-files/timmeko-dot-com/flickr/ohios-most-dangerous-bridges_3786330380_o.jpg,1,more,Ohio's most dangerous bridges,/assets/images/more-ohios-most-dangerous-bridges_3786330380_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ohios-most-dangerous-bridges_3786330380_o.jpg
Ohio's presidential primary,8/4/09,https://flickr.com/photos/timmeko/3789161532/,Automatically updated map that was created as one of the Dispatch's first interactive graphics.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ohios-presidential-primary_3789161532_o.png,,more,Ohio's presidential primary,/assets/images/more-ohios-presidential-primary_3789161532_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/ohios-presidential-primary_3789161532_o.png
Oil and Natural Gas formation,11/5/10,https://flickr.com/photos/timmeko/5147614068/,A look at how oil and natural gas were formed,/Users/mekot/mcp-files/timmeko-dot-com/flickr/oil-and-natural-gas-formation_5147614068_o.jpg,1,more,Oil and Natural Gas formation,/assets/images/more-oil-and-natural-gas-formation_5147614068_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/oil-and-natural-gas-formation_5147614068_o.jpg
Old bones,8/3/09,https://flickr.com/photos/timmeko/3786327194/,Mastodon bones were found in western Ohio. Which ones they recovered.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/old-bones_3786327194_o.jpg,1,more,Old bones,/assets/images/more-old-bones_3786327194_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/old-bones_3786327194_o.jpg
On the brink: Can Ohio's big cities be saved?,8/4/09,https://flickr.com/photos/timmeko/3789161438/,The Dispatch's first major interactive graphic. This graphic had information about every large city in Ohio. I also designed the accompanying print graphics.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/on-the-brink-can-ohios-big-cities-be-saved_3789161438_o.png,1,more,On the brink: Can Ohio's big cities be saved?,/assets/images/more-on-the-brink-can-ohios-big-cities-be-saved_3789161438_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/on-the-brink-can-ohios-big-cities-be-saved_3789161438_o.png
OSU medical center,9/23/09,https://flickr.com/photos/timmeko/3946344010/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/osu-medical-center_3946344010_o.jpg,,more,OSU medical center,/assets/images/more-osu-medical-center_3946344010_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/osu-medical-center_3946344010_o.jpg
Patagonia spread 1,1/28/10,https://flickr.com/photos/timmeko/4311238941/,A mockup magazine spread for National Geographic Traveller magazine.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia-spread-1_4311238941_o.png,,more,Patagonia spread 1,/assets/images/more-patagonia-spread-1_4311238941_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia-spread-1_4311238941_o.png
Patagonia spread 2,1/28/10,https://flickr.com/photos/timmeko/4311241019/,A mockup magazine spread for National Geographic Traveller magazine.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia-spread-2_4311241019_o.png,,more,Patagonia spread 2,/assets/images/more-patagonia-spread-2_4311241019_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia-spread-2_4311241019_o.png
Patagonia spread 3,1/28/10,https://flickr.com/photos/timmeko/4311976454/,A mockup magazine spread for National Geographic Traveller magazine.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia-spread-3_4311976454_o.png,,more,Patagonia spread 3,/assets/images/more-patagonia-spread-3_4311976454_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia-spread-3_4311976454_o.png
Patagonia spread 4,1/28/10,https://flickr.com/photos/timmeko/4311977312/,A mockup magazine spread for National Geographic Traveller magazine.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia-spread-4_4311977312_o.png,,more,Patagonia spread 4,/assets/images/more-patagonia-spread-4_4311977312_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia-spread-4_4311977312_o.png
Patagonia,1/30/10,https://flickr.com/photos/timmeko/4315205910/,Pull-out travel guide for Patagonia.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia_4315205910_o.jpg,,more,Patagonia,/assets/images/more-patagonia_4315205910_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/patagonia_4315205910_o.jpg
People's Republic of Offshore,2/17/15,https://flickr.com/photos/timmeko/16374028430/,For ICIJ,/Users/mekot/mcp-files/timmeko-dot-com/flickr/peoples-republic-of-offshore_16374028430_l.jpg,,more,People's Republic of Offshore,/assets/images/more-peoples-republic-of-offshore_16374028430_l.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/peoples-republic-of-offshore_16374028430_l.jpg
Play of the week,9/23/09,https://flickr.com/photos/timmeko/3945560827/,The highlighted play of the week for the Gameday+ sports package that publishes each week of football season.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/play-of-the-week_3945560827_o.jpg,,more,Play of the week,/assets/images/more-play-of-the-week_3945560827_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/play-of-the-week_3945560827_o.jpg
Primary Source,3/2/13,https://flickr.com/photos/timmeko/8520900953/,Illustration developed for The Center for Public Integrity.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/primary-source_8520900953_l.jpg,,more,Primary Source,/assets/images/more-primary-source_8520900953_l.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/primary-source_8520900953_l.jpg
Prince George's County Map Mockup,2/21/12,https://flickr.com/photos/timmeko/6916573971/,Design mockup for an interactive map,/Users/mekot/mcp-files/timmeko-dot-com/flickr/prince-georges-county-map-mockup_6916573971_o.jpg,,more,Prince George's County Map Mockup,/assets/images/more-prince-georges-county-map-mockup_6916573971_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/prince-georges-county-map-mockup_6916573971_o.jpg
Puppet States,2/17/15,https://flickr.com/photos/timmeko/16561555965/,for CPI,/Users/mekot/mcp-files/timmeko-dot-com/flickr/puppet-states_16561555965_l.jpg,,more,Puppet States,/assets/images/more-puppet-states_16561555965_l.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/puppet-states_16561555965_l.jpg
Rain shadow,9/11/09,https://flickr.com/photos/timmeko/3909834888/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/rain-shadow_3909834888_o.jpg,,more,Rain shadow,/assets/images/more-rain-shadow_3909834888_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/rain-shadow_3909834888_o.jpg
REDD+,11/5/10,https://flickr.com/photos/timmeko/5147018561/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/redd_5147018561_o.jpg,,more,REDD+,/assets/images/more-redd_5147018561_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/redd_5147018561_o.jpg
Roundabout User's Guide,8/4/09,https://flickr.com/photos/timmeko/3789166058/,This interactive presentation showed users how to properly navigate a roundabout. Central Ohio has been adding new roundabouts with a fairly high frequency as a way to calm high-traffic intersections and this graphic can be used whenever a new roundabout is proposed. audio.dispatch.com/flash/roundabout/roundabout.swf,/Users/mekot/mcp-files/timmeko-dot-com/flickr/roundabout-users-guide_3789166058_o.png,,more,Roundabout User's Guide,/assets/images/more-roundabout-users-guide_3789166058_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/roundabout-users-guide_3789166058_o.png
Rub-on vaccine,8/3/09,https://flickr.com/photos/timmeko/3785525773/,Explaining how a revolutionary new vaccine works.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/rub-on-vaccine_3785525773_o.jpg,,more,Rub-on vaccine,/assets/images/more-rub-on-vaccine_3785525773_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/rub-on-vaccine_3785525773_o.jpg
Rust happens,9/1/09,https://flickr.com/photos/timmeko/3879828324/,A look at the process behind rust.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/rust-happens_3879828324_o.jpg,1,more,Rust happens,/assets/images/more-rust-happens_3879828324_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/rust-happens_3879828324_o.jpg
Science of the Curl,3/3/10,https://flickr.com/photos/timmeko/4404934602/,A look at the science behind the Olympic sport of Curling.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/science-of-the-curl_4404934602_o.jpg,1,more,Science of the Curl,/assets/images/more-science-of-the-curl_4404934602_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/science-of-the-curl_4404934602_o.jpg
Secrecy for Sale,2/17/15,https://flickr.com/photos/timmeko/15941340633/,for ICIJ,/Users/mekot/mcp-files/timmeko-dot-com/flickr/secrecy-for-sale_15941340633_l.jpg,1,more,Secrecy for Sale,/assets/images/more-secrecy-for-sale_15941340633_l.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/secrecy-for-sale_15941340633_l.jpg
Seeing the big picture,8/3/09,https://flickr.com/photos/timmeko/3786327988/,Panoramic photos—and how to take them. I shot this panoramic photo of Time Square in New York several years ago. It consists of approximately 50 images stitched together.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/seeing-the-big-picture_3786327988_o.jpg,,more,Seeing the big picture,/assets/images/more-seeing-the-big-picture_3786327988_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/seeing-the-big-picture_3786327988_o.jpg
Sizing up the streetcars,8/3/09,https://flickr.com/photos/timmeko/3785528225/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/sizing-up-the-streetcars_3785528225_o.jpg,,more,Sizing up the streetcars,/assets/images/more-sizing-up-the-streetcars_3785528225_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/sizing-up-the-streetcars_3785528225_o.jpg
Snow acoustics,2/6/10,https://flickr.com/photos/timmeko/4334405107/,Why is it quieter when it snows?,/Users/mekot/mcp-files/timmeko-dot-com/flickr/snow-acoustics_4334405107_o.jpg,1,more,Snow acoustics,/assets/images/more-snow-acoustics_4334405107_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/snow-acoustics_4334405107_o.jpg
South-Western schools,8/4/09,https://flickr.com/photos/timmeko/3789161764/,interactive Google map created on deadline.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/south-western-schools_3789161764_o.png,,more,South-Western schools,/assets/images/more-south-western-schools_3789161764_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/south-western-schools_3789161764_o.png
Sponsored Judicial Travel,3/28/13,https://flickr.com/photos/timmeko/8598328444/,Illustration for the Center for Public Integrity to accompany a story about corporate-sponsored judicial educational seminars.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/sponsored-judicial-travel_8598328444_o.jpg,,more,Sponsored Judicial Travel,/assets/images/more-sponsored-judicial-travel_8598328444_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/sponsored-judicial-travel_8598328444_o.jpg
Spread of Chytrid Fungus in Central America,11/5/10,https://flickr.com/photos/timmeko/5147018465/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/spread-of-chytrid-fungus-in-central-america_5147018465_o.jpg,,more,Spread of Chytrid Fungus in Central America,/assets/images/more-spread-of-chytrid-fungus-in-central-america_5147018465_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/spread-of-chytrid-fungus-in-central-america_5147018465_o.jpg
Stag moose,8/3/09,https://flickr.com/photos/timmeko/3786329180/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/stag-moose_3786329180_o.jpg,1,more,Stag moose,/assets/images/more-stag-moose_3786329180_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/stag-moose_3786329180_o.jpg
State of Retirement Report Card,5/7/14,https://flickr.com/photos/timmeko/14129582011/,"Interactive data tool that explores state-funded pension plans. I designed and styled this interactive that is built with HTML, CSS, and Javacript. datatools.urban.org/features/SLEPP/index.html",/Users/mekot/mcp-files/timmeko-dot-com/flickr/state-of-retirement-report-card_14129582011_o.png,,more,State of Retirement Report Card,/assets/images/more-state-of-retirement-report-card_14129582011_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/state-of-retirement-report-card_14129582011_o.png
Stream,9/11/09,https://flickr.com/photos/timmeko/3909053841/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/stream_3909053841_o.jpg,,more,Stream,/assets/images/more-stream_3909053841_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/stream_3909053841_o.jpg
Swiss Leaks,2/17/15,https://flickr.com/photos/timmeko/16375215939/,For ICIJ,/Users/mekot/mcp-files/timmeko-dot-com/flickr/swiss-leaks_16375215939_l.jpg,,more,Swiss Leaks,/assets/images/more-swiss-leaks_16375215939_l.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/swiss-leaks_16375215939_l.jpg
Test of Convictions,8/4/09,https://flickr.com/photos/timmeko/3789163022/,I designed and programmed this interactive package about DNA testing for thirty Ohio inmates. This series is responsible for freeing two wrongly-convicted inmates. view interactive,/Users/mekot/mcp-files/timmeko-dot-com/flickr/test-of-convictions_3789163022_o.png,1,more,Test of Convictions,/assets/images/more-test-of-convictions_3789163022_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/test-of-convictions_3789163022_o.png
Textbook cover,9/11/09,https://flickr.com/photos/timmeko/3909051561/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/textbook-cover_3909051561_o.jpg,,more,Textbook cover,/assets/images/more-textbook-cover_3909051561_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/textbook-cover_3909051561_o.jpg
The ABCs of tap water,8/3/09,https://flickr.com/photos/timmeko/3786341822/,"What's in your tap water, and how does it get there?",/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-abcs-of-tap-water_3786341822_o.jpg,,more,The ABCs of tap water,/assets/images/more-the-abcs-of-tap-water_3786341822_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-abcs-of-tap-water_3786341822_o.jpg
The Carbon Cycle,9/2/11,https://flickr.com/photos/timmeko/6106058409/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-carbon-cycle_6106058409_o.jpg,1,more,The Carbon Cycle,/assets/images/more-the-carbon-cycle_6106058409_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-carbon-cycle_6106058409_o.jpg
The data behind the 1994 Assault Weapons Ban,3/26/13,https://flickr.com/photos/timmeko/8591540417/,Looking at the impacts of the landmark legislation to curtail assault weapon violence.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-data-behind-the-1994-assault-weapons-ban_8591540417_o.jpg,,more,The data behind the 1994 Assault Weapons Ban,/assets/images/more-the-data-behind-the-1994-assault-weapons-ban_8591540417_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-data-behind-the-1994-assault-weapons-ban_8591540417_o.jpg
The Hustle,3/12/14,https://flickr.com/photos/timmeko/13111871024/,"I was responsible for all design and development.  Visit the site: urbn.is/hustle Prostitution is said to be the world’s oldest profession, but understanding the size and scope of this economy, and the methods and actors involved in this trade, is still a murky endeavor.Outside the sex sold legally in Nevada, prostitution in the United States transpires in the shadows of an underground economy. There are no accounting records to trace, no receipts to scrutinize, and no legal records to analyze. Simply, it is difficult to grasp the size of this economy.But a groundbreaking study released by the Urban Institute sheds new light on how much money is generated by the underground commercial sex economy in American cities.Knowing the size of the economy is the critical first step for enabling law enforcement, the judicial system, and policymakers to make informed choices about how to fight the harm that happens within these black markets.The research yields the first scientifically rigorous estimates for the revenue generated in the underground commercial sex economies of Atlanta, Dallas, Denver, Miami, San Diego, Seattle, and Washington, DC, in 2003 and 2007.",/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-hustle_13111871024_o.png,1,more,The Hustle,/assets/images/more-the-hustle_13111871024_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-hustle_13111871024_o.png
The Nitrogen Cycle,9/2/11,https://flickr.com/photos/timmeko/6106058553/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-nitrogen-cycle_6106058553_o.jpg,,more,The Nitrogen Cycle,/assets/images/more-the-nitrogen-cycle_6106058553_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-nitrogen-cycle_6106058553_o.jpg
The Prison Population Forecaster,12/14/15,https://flickr.com/photos/timmeko/23640836412/,webapp.urban.org/reducing-federal-mass-incarceration/,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-prison-population-forecaster_23640836412_o.png,,more,The Prison Population Forecaster,/assets/images/more-the-prison-population-forecaster_23640836412_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-prison-population-forecaster_23640836412_o.png
The space gun,8/3/09,https://flickr.com/photos/timmeko/3786329742/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-space-gun_3786329742_o.jpg,,more,The space gun,/assets/images/more-the-space-gun_3786329742_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-space-gun_3786329742_o.jpg
The stain event,1/30/10,https://flickr.com/photos/timmeko/4314469855/,magazine spread that I designed and art directed.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-stain-event_4314469855_o.jpg,,more,The stain event,/assets/images/more-the-stain-event_4314469855_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/the-stain-event_4314469855_o.jpg
Thermal Power Plant,11/5/10,https://flickr.com/photos/timmeko/5147614016/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/thermal-power-plant_5147614016_o.jpg,,more,Thermal Power Plant,/assets/images/more-thermal-power-plant_5147614016_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/thermal-power-plant_5147614016_o.jpg
To the moon,8/3/09,https://flickr.com/photos/timmeko/3786331722/,A timeline celebrating the 40th anniversary of the Apollo 11 moon landing.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/to-the-moon_3786331722_o.jpg,,more,To the moon,/assets/images/more-to-the-moon_3786331722_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/to-the-moon_3786331722_o.jpg
Toxic Influence,3/2/13,https://flickr.com/photos/timmeko/8522012998/,Illustration developed for The Center for Public Integrity.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/toxic-influence_8522012998_l.jpg,,more,Toxic Influence,/assets/images/more-toxic-influence_8522012998_l.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/toxic-influence_8522012998_l.jpg
Transylvania University,4/27/12,https://flickr.com/photos/timmeko/6973063396/,Campus map for Transylvania University.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/transylvania-university_6973063396_o.jpg,1,more,Transylvania University,/assets/images/more-transylvania-university_6973063396_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/transylvania-university_6973063396_o.jpg
Trash rehashed,8/3/09,https://flickr.com/photos/timmeko/3786324818/,"How does your recycling get processed, and what does it turn into?",/Users/mekot/mcp-files/timmeko-dot-com/flickr/trash-rehashed_3786324818_o.jpg,1,more,Trash rehashed,/assets/images/more-trash-rehashed_3786324818_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/trash-rehashed_3786324818_o.jpg
Trek-nology,8/3/09,https://flickr.com/photos/timmeko/3786340498/,,/Users/mekot/mcp-files/timmeko-dot-com/flickr/trek-nology_3786340498_o.jpg,,more,Trek-nology,/assets/images/more-trek-nology_3786340498_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/trek-nology_3786340498_o.jpg
Under your thumb,1/30/10,https://flickr.com/photos/timmeko/4315206090/,illustration done as a mockup for WIRED magazine while I was a student at Ohio University.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/under-your-thumb_4315206090_o.jpg,,more,Under your thumb,/assets/images/more-under-your-thumb_4315206090_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/under-your-thumb_4315206090_o.jpg
Va. Tech,1/30/10,https://flickr.com/photos/timmeko/4314470147/,Front page design for fictional Athens newspaper that I designed from the ground up.,/Users/mekot/mcp-files/timmeko-dot-com/flickr/va-tech_4314470147_o.jpg,,more,Va. Tech,/assets/images/more-va-tech_4314470147_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/va-tech_4314470147_o.jpg
Watershed management,6/21/11,https://flickr.com/photos/timmeko/5854534463/,Illustration for Conservation International about watershed management. Full interactive package: www.conservation.org/learn/freshwater/Pages/fresh_water.aspx,/Users/mekot/mcp-files/timmeko-dot-com/flickr/watershed-management_5854534463_o.png,,more,Watershed management,/assets/images/more-watershed-management_5854534463_o.png,/Users/mekot/mcp-files/timmeko-dot-com/flickr/watershed-management_5854534463_o.png
When the boughs break...,8/3/09,https://flickr.com/photos/timmeko/3786327700/,"After a major wind-storm in central Ohio, we showed readers which trees they should consider planting as replacements to those lost in the storm.",/Users/mekot/mcp-files/timmeko-dot-com/flickr/when-the-boughs-break_3786327700_o.jpg,,more,When the boughs break...,/assets/images/more-when-the-boughs-break_3786327700_o.jpg,/Users/mekot/mcp-files/timmeko-dot-com/flickr/when-the-boughs-break_3786327700_o.jpg
